es_1,spanish,"Notifique a su Banco o institución financiera la pérdida o robo de sus tarjetas, chequeras o si sospecha que alguien está utilizando sus cuentas sin su permiso.",notifique,0.31075418
es_2,spanish,"Una falta de liquidez ocasiona problemas que pueden amenazar la permanencia del negocio en el mercado; problemas como: detención de pago de sueldos, falta de inventario, restricción de crédito de proveedores, falta de capital de trabajo, entre otros.",sueldos ,0.1860368
es_3,spanish,"Una falta de liquidez ocasiona problemas que pueden amenazar la permanencia del negocio en el mercado; problemas como: detención de pago de sueldos, falta de inventario, restricción de crédito de proveedores, falta de capital de trabajo, entre otros.",amenazar ,0.2870497
es_4,spanish,"Una falta de liquidez ocasiona problemas que pueden amenazar la permanencia del negocio en el mercado; problemas como: detención de pago de sueldos, falta de inventario, restricción de crédito de proveedores, falta de capital de trabajo, entre otros.",ocasiona ,0.16819888
es_5,spanish,"Cuando se visita a los norteamericanos y se estudian sus leyes, se ve que la autoridad que han dado a los legistas y la influencia que les han dejado tener en el gobierno, forman hoy la más poderosa barrera contra los desvíos de la democracia.",norteamericanos ,0.313484
es_6,spanish,"Cuando se visita a los norteamericanos y se estudian sus leyes, se ve que la autoridad que han dado a los legistas y la influencia que les han dejado tener en el gobierno, forman hoy la más poderosa barrera contra los desvíos de la democracia.",desvíos ,0.4292397
es_7,spanish,"Cuando se visita a los norteamericanos y se estudian sus leyes, se ve que la autoridad que han dado a los legistas y la influencia que les han dejado tener en el gobierno, forman hoy la más poderosa barrera contra los desvíos de la democracia.",legistas ,0.40438223
es_8,spanish,"Dicha prosperidad o seguridad está estrechamente vinculada al trabajo, porque no existe aquélla sin el trabajo intenso, para el cual realmente no hay sustituto.",sustituto ,0.36227912
es_9,spanish,"Dicha prosperidad o seguridad está estrechamente vinculada al trabajo, porque no existe aquélla sin el trabajo intenso, para el cual realmente no hay sustituto.",vinculada ,0.40441304
es_10,spanish,"Dicha prosperidad o seguridad está estrechamente vinculada al trabajo, porque no existe aquélla sin el trabajo intenso, para el cual realmente no hay sustituto.",dicha ,0.33298883
es_11,spanish,El único estado que no exige el seguro de responsabilidad exige a los automovilistas que demuestren que tienen fondos suficientes para cubrir los gastos si tienen la culpa en el incidente.,fondos ,0.289402
es_12,spanish,El único estado que no exige el seguro de responsabilidad exige a los automovilistas que demuestren que tienen fondos suficientes para cubrir los gastos si tienen la culpa en el incidente.,exige ,0.2841792
es_13,spanish,El único estado que no exige el seguro de responsabilidad exige a los automovilistas que demuestren que tienen fondos suficientes para cubrir los gastos si tienen la culpa en el incidente.,demuestren ,0.35151643
es_14,spanish,Las comunidades dependen de la producción de bienes y servicios producidos para mover la economía lo más equilibradamente posible.,producidos ,0.2934751
es_15,spanish,Las comunidades dependen de la producción de bienes y servicios producidos para mover la economía lo más equilibradamente posible.,comunidades ,0.20819339
es_16,spanish,Las comunidades dependen de la producción de bienes y servicios producidos para mover la economía lo más equilibradamente posible.,equilibradamente ,0.2374098
es_17,spanish,"Los documentos debe archivarlos en fólderes o carpetas separados, identificando cada carpeta y organizándola en orden alfabético o por asuntos, en un archivador o caja de seguridad.",carpeta ,0.292369
es_18,spanish,"Los documentos debe archivarlos en fólderes o carpetas separados, identificando cada carpeta y organizándola en orden alfabético o por asuntos, en un archivador o caja de seguridad.",archivarlo ,0.32097536
es_19,spanish,"Los documentos debe archivarlos en fólderes o carpetas separados, identificando cada carpeta y organizándola en orden alfabético o por asuntos, en un archivador o caja de seguridad.",archivador ,0.26388097
es_20,spanish,Los seguros son una modalidad de gestión financiera que le ayudará a las personas a prevenir descalabros en sus ingresos y en su seguridad personal que en un momento dado son inevitables y que a cualquier persona pueden ocurrirle.,prevenir ,0.2576243
es_21,spanish,Los seguros son una modalidad de gestión financiera que le ayudará a las personas a prevenir descalabros en sus ingresos y en su seguridad personal que en un momento dado son inevitables y que a cualquier persona pueden ocurrirle.,modalidad ,0.17913207
es_22,spanish,Los seguros son una modalidad de gestión financiera que le ayudará a las personas a prevenir descalabros en sus ingresos y en su seguridad personal que en un momento dado son inevitables y que a cualquier persona pueden ocurrirle.,descalabros ,0.37311977
es_23,spanish,"Notifique a su Banco o institución financiera la pérdida o robo de sus tarjetas, chequeras o si sospecha que alguien está utilizando sus cuentas sin su permiso.",utilizando ,0.10950947
es_24,spanish,"Notifique a su Banco o institución financiera la pérdida o robo de sus tarjetas, chequeras o si sospecha que alguien está utilizando sus cuentas sin su permiso.",chequeras ,0.28669083
es_25,spanish,"Pueden estar colmados de desbarajustes y el bienestar de la familia puede estar en una terrible situación, pero ellos ya se acostumbraron a ella.",acostumbraron ,0.3322345
es_26,spanish,"Pueden estar colmados de desbarajustes y el bienestar de la familia puede estar en una terrible situación, pero ellos ya se acostumbraron a ella.",colmados ,0.3000164
es_27,spanish,"Pueden estar colmados de desbarajustes y el bienestar de la familia puede estar en una terrible situación, pero ellos ya se acostumbraron a ella.",desbarajustes ,0.55594456
es_28,spanish,Y le va a presentar algunos retos personales pero no es ese escenario lúgubre que tal vez esperaría.,esperaría ,0.41000155
es_29,spanish,Y le va a presentar algunos retos personales pero no es ese escenario lúgubre que tal vez esperaría.,retos ,0.19340724
es_30,spanish,Y le va a presentar algunos retos personales pero no es ese escenario lúgubre que tal vez esperaría.,lúgubre ,0.4658618
